Tipo de dato;Periodo;Total
Variación en lo que va de año;1971M06;4,2
Variación en lo que va de año;1971M05;3,8
Variación en lo que va de año;1971M04;3,1
Variación en lo que va de año;1971M03;2
Variación en lo que va de año;1971M02;1
Variación en lo que va de año;1971M01;1,1
Variación en lo que va de año;1970M12;6,8
Variación en lo que va de año;1970M11;6,5
Variación en lo que va de año;1970M10;6,2
Variación en lo que va de año;1970M09;5,1
Variación en lo que va de año;1970M08;4,7
Variación en lo que va de año;1970M07;3
Variación en lo que va de año;1970M06;1,1
Variación en lo que va de año;1970M05;0,8
Variación en lo que va de año;1970M04;1,4
Variación en lo que va de año;1970M03;0,9
Variación en lo que va de año;1970M02;0,1
Variación en lo que va de año;1970M01;0,5
Variación en lo que va de año;1969M12;3,4
Variación en lo que va de año;1969M11;2,3
Variación en lo que va de año;1969M10;1,4
Variación en lo que va de año;1969M09;1,1
Variación en lo que va de año;1969M08;0,9
Variación en lo que va de año;1969M07;0,6
Variación en lo que va de año;1969M06;-0,2
Variación en lo que va de año;1969M05;0,9
Variación en lo que va de año;1969M04;0,9
Variación en lo que va de año;1969M03;-0,2
Variación en lo que va de año;1969M02;-0,8
Variación en lo que va de año;1969M01;-0,2
Variación en lo que va de año;1968M12;2,9
Variación en lo que va de año;1968M11;2,2
Variación en lo que va de año;1968M10;1,5
Variación en lo que va de año;1968M09;1,2
Variación en lo que va de año;1968M08;1,4
Variación en lo que va de año;1968M07;1,3
Variación en lo que va de año;1968M06;2,2
Variación en lo que va de año;1968M05;1,9
Variación en lo que va de año;1968M04;2,2
Variación en lo que va de año;1968M03;1,3
Variación en lo que va de año;1968M02;0,3
Variación en lo que va de año;1968M01;0,3
Variación en lo que va de año;1967M12;6,6
Variación en lo que va de año;1967M11;6,6
Variación en lo que va de año;1967M10;4,4
Variación en lo que va de año;1967M09;4
Variación en lo que va de año;1967M08;3,7
Variación en lo que va de año;1967M07;2,2
Variación en lo que va de año;1967M06;2,1
Variación en lo que va de año;1967M05;3
Variación en lo que va de año;1967M04;2,7
Variación en lo que va de año;1967M03;1,3
Variación en lo que va de año;1967M02;0,8
Variación en lo que va de año;1967M01;0,1
Variación en lo que va de año;1966M12;5,3
Variación en lo que va de año;1966M11;4,6
Variación en lo que va de año;1966M10;2,8
Variación en lo que va de año;1966M09;2,2
Variación en lo que va de año;1966M08;2,5
Variación en lo que va de año;1966M07;2,3
Variación en lo que va de año;1966M06;2,4
Variación en lo que va de año;1966M05;2,2
Variación en lo que va de año;1966M04;0,7
Variación en lo que va de año;1966M03;-0,3
Variación en lo que va de año;1966M02;-0,3
Variación en lo que va de año;1966M01;-0,2
Variación en lo que va de año;1965M12;9,4
Variación en lo que va de año;1965M11;8,8
Variación en lo que va de año;1965M10;6,5
Variación en lo que va de año;1965M09;5,9
Variación en lo que va de año;1965M08;4,9
Variación en lo que va de año;1965M07;4,4
Variación en lo que va de año;1965M06;4,2
Variación en lo que va de año;1965M05;4,7
Variación en lo que va de año;1965M04;4,3
Variación en lo que va de año;1965M03;3,5
Variación en lo que va de año;1965M02;2,7
Variación en lo que va de año;1965M01;1
Variación en lo que va de año;1964M12;12,7
Variación en lo que va de año;1964M11;11,4
Variación en lo que va de año;1964M10;8,9
Variación en lo que va de año;1964M09;7,1
Variación en lo que va de año;1964M08;6,1
Variación en lo que va de año;1964M07;4,4
Variación en lo que va de año;1964M06;2,2
Variación en lo que va de año;1964M05;0,9
Variación en lo que va de año;1964M04;0,6
Variación en lo que va de año;1964M03;0,2
Variación en lo que va de año;1964M02;-0,1
Variación en lo que va de año;1964M01;-0,2
Variación en lo que va de año;1963M12;5,5
Variación en lo que va de año;1963M11;5,1
Variación en lo que va de año;1963M10;3,8
Variación en lo que va de año;1963M09;3,5
Variación en lo que va de año;1963M08;3,7
Variación en lo que va de año;1963M07;2,7
Variación en lo que va de año;1963M06;1,6
Variación en lo que va de año;1963M05;3,5
Variación en lo que va de año;1963M04;2,9
Variación en lo que va de año;1963M03;3
Variación en lo que va de año;1963M02;1
Variación en lo que va de año;1963M01;0,2
Variación en lo que va de año;1962M12;9,9
Variación en lo que va de año;1962M11;8,5
Variación en lo que va de año;1962M10;5,8
Variación en lo que va de año;1962M09;4,8
Variación en lo que va de año;1962M08;4,2
Variación en lo que va de año;1962M07;4,4
Variación en lo que va de año;1962M06;4,4
Variación en lo que va de año;1962M05;3,9
Variación en lo que va de año;1962M04;2,6
Variación en lo que va de año;1962M03;1,1
Variación en lo que va de año;1962M02;0,3
Variación en lo que va de año;1962M01;-0,2
Variación en lo que va de año;1961M12;1
Variación en lo que va de año;1961M11;0,8
Variación en lo que va de año;1961M10;-0,8
Variación en lo que va de año;1961M09;-1,1
Variación en lo que va de año;1961M08;-1,2
Variación en lo que va de año;1961M07;-1,4
Variación en lo que va de año;1961M06;-1,4
Variación en lo que va de año;1961M05;-0,8
Variación en lo que va de año;1961M04;-0,6
Variación en lo que va de año;1961M03;-0,8
Variación en lo que va de año;1961M02;-0,4
Variación en lo que va de año;1961M01;0,4
